,MLAT,glats,glons,Year
134,65,71.85647390669594,55.84722825658061,1882
135,65,71.9013051626248,57.255552136065006,1882
136,65,71.94277558047908,58.66022424024043,1882
137,65,71.98100685349442,60.06092312845702,1882
138,65,72.01612187985742,61.45735465395569,1882
139,65,72.04824432571264,62.849252228942944,1882
140,65,72.07749820925572,64.23637693281154,1882
141,65,72.10400750694245,65.61851747543824,1882
142,65,72.12789578240563,66.99549002821979,1882
143,65,72.14928583825736,68.36713793591272,1882
144,65,72.16829939057604,69.73333132243516,1882
145,65,72.18505676553856,71.0939666036077,1882
146,65,72.1996766173623,72.4489659193857,1882
147,65,72.21227566647318,73.79827649750739,1882
148,65,72.22296845661455,75.14186995968606,1882
149,65,72.2318671294593,76.47974158055133,1882
150,65,72.23908121518122,77.81190950853149,1882
151,65,72.24471743738123,79.13841395679486,1882
152,65,72.24887953074513,80.45931637127443,1882
153,65,72.25166806982976,81.77469858170465,1882
154,65,72.25318030742952,83.08466194053344,1882
155,65,72.2535100210593,84.38932645355166,1882
156,65,72.25274736620267,85.68882990512712,1882
157,65,72.25097873510386,86.98332698004593,1882
158,65,72.24828662003259,88.27298838316798,1882
159,65,72.24474948010936,89.55799995739301,1882
160,65,72.24044161094888,90.83856179981353,1882
161,65,72.2354330165518,92.11488737540614,1882
162,65,72.22978928304599,93.3872026271695,1882
163,65,72.22357145405307,94.65574508126593,1882
164,65,72.21683590761847,95.92076294544479,1882
165,65,72.20963423480526,97.18251419882738,1882
166,65,72.20201312020019,98.44126567099649,1882
167,65,72.19401422472365,99.69729210826341,1882
168,65,72.18567407126376,100.95087522496793,1882
169,65,72.17702393377623,102.20230273770038,1882
170,65,72.16808973059854,103.45186738041669,1882
171,65,72.15889192282715,104.69986589853693,1882
172,65,72.14944541869265,105.94659802028296,1882
173,65,72.13975948494678,107.19236540370837,1882
174,65,72.12983766634322,108.43747055811238,1882
175,65,72.11967771435543,109.68221573880479,1882
176,65,72.10927152632661,110.92690181450145,1882
177,65,72.0986050962921,112.1718271069863,1882
178,65,72.08765847875155,113.41728620307241,1882
179,65,72.07640576670023,114.66356873933927,1882
180,65,72.06481508525138,115.91095816061635,1882
181,65,72.05284860219699,117.1597304537268,1882
182,65,72.04046255686332,118.41015285860489,1882
183,65,72.0276073086147,119.66248255955252,1882
184,65,72.01422740634612,120.91696536011035,1882
185,65,72.00026168028306,122.173834345781,1882
186,65,71.98564335736455,123.43330853965558,1882
187,65,71.97030020143501,124.69559155685411,1882
188,65,71.95415467939425,125.96087026458605,1882
189,65,71.93712415436407,127.22931345556182,1882
190,65,71.91912110681301,128.50107054342058,1882
191,65,71.90005338444128,129.7762702897759,1882
192,65,71.87982448146069,131.05501957338785,1882
193,65,71.85833384770946,132.33740221283682,1882
194,65,71.83547722781893,133.6234778548649,1882
195,65,71.81114703039478,134.91328094124583,1882
196,65,71.78523272689424,136.2068197676073,1882
197,65,71.757621279569,137.50407564803268,1882
198,65,71.72819759750793,138.8050021994838,1882
199,65,71.69684501945292,140.1095247600729,1882
200,65,71.66344582168233,141.41753995495546,1882
201,65,71.6278817488634,142.72891542307585,1882
202,65,71.5900345653729,144.043489717168,1882
203,65,71.54978662418279,145.36107238826654,1882
204,65,71.50702145001249,146.68144426452486,1882
205,65,71.46162433306769,148.00435793235394,1882
206,65,71.4134829293309,149.3295384258117,1882
207,65,71.36248786304631,150.65668412780033,1882
208,65,71.30853332676351,151.98546788400552,1882
209,65,71.25151767407802,153.31553832767335,1882
210,65,71.19134400004246,154.6465214103269,1882
211,65,71.12792070412536,155.9780221304326,1882
212,65,71.06116203057292,157.30962644890326,1882
213,65,70.99098858108788,158.6409033772529,1882
214,65,70.91732779488058,159.9714072212651,1882
215,65,70.84011439137007,161.3006799602904,1882
216,65,70.75929077112193,162.62825373981565,1882
217,65,70.67480737099274,163.95365345282787,1882
218,65,70.58662296991103,165.27639938378417,1882
219,65,70.49470494224816,166.59600988774835,1882
220,65,70.39902945631324,167.9120040765123,1882
221,65,70.29958161613115,169.22390448329153,1882
222,65,70.19635554532128,170.53123967790134,1882
223,65,70.08935441257226,171.83354680515143,1882
224,65,69.97859039889096,173.13037402053914,1882
225,65,69.8640846074812,174.4212827991212,1882
226,65,69.74586691776251,175.7058500956603,1882
227,65,69.62397578566048,176.9836703367085,1882
228,65,69.49845799287985,178.25435722813504,1882
229,65,69.3693683483939,179.51754536465705,1882
230,65,69.23676934584624,-179.2271083688911,1882
231,65,69.10073078095338,-177.97992361158953,1882
232,65,68.9613293333188,-176.74119555960738,1882
233,65,68.81864811731401,-175.51119421925765,1882
234,65,68.67277620685216,-174.29016387772947,1882
235,65,68.52380813897746,-173.07832278655977,1882
236,65,68.3718434012163,-171.87586305043217,1882
237,65,68.21698590759472,-170.68295071170115,1882
238,65,68.05934346812055,-169.4997260191611,1882
239,65,67.89902725636902,-168.3263038680265,1882
240,65,67.73615127959822,-167.16277439685797,1882
241,65,67.57083185556834,-166.00920372626027,1882
242,65,67.40318709995208,-164.86563482357616,1882
243,65,67.23333642790354,-163.73208847748356,1882
244,65,67.06140007301909,-162.60856436635495,1882
245,65,66.88749862656941,-161.49504220442114,1882
246,65,66.71175259952177,-160.3914829501789,1882
247,65,66.5342820095086,-159.2978300620504,1882
248,65,66.35520599453689,-158.2140107870223,1882
249,65,66.17464245487761,-157.13993746882974,1882
250,65,65.99270772423125,-156.0755088631758,1882
251,65,65.80951627093292,-155.02061144846914,1882
252,65,65.6251804296469,-153.9751207215957,1882
253,65,65.43981016370354,-152.93890246929203,1882
254,65,65.25351285795365,-151.91181400674515,1882
255,65,65.06639314176158,-150.89370537608502,1882
256,65,64.87855274152177,-149.88442049845602,1882
257,65,64.69009036187398,-148.88379827433343,1882
258,65,64.50110159460152,-147.89167362769294,1882
259,65,64.31167885403072,-146.90787849052933,1882
260,65,64.12191133760527,-145.93224272505736,1882
261,65,63.931885010186456,-144.9645949817099,1882
262,65,63.7416826105276,-144.0047634917685,1882
263,65,63.55138367829307,-143.05257679413006,1882
264,65,63.36106459992841,-142.10786439631775,1882
265,65,63.170798671648754,-141.17045737039533,1882
266,65,62.98065617778862,-140.24018888494206,1882
267,65,62.790704482750556,-139.316894674681,1882
268,65,62.60100813480064,-138.4004134497481,1882
269,65,62.41162897998438,-137.49058724692566,1882
270,65,62.22262628447732,-136.58726172545428,1882
271,65,62.03405686373661,-135.69028641028416,1882
272,65,61.845975216886,-134.79951488582384,1882
273,65,61.6584336648406,-133.914804943404,1882
274,65,61.471482490763506,-133.03601868579003,1882
275,65,61.285170081537416,-132.16302259215726,1882
276,65,61.09954306903457,-131.29568754697834,1882
277,65,60.91464647006984,-130.43388883628776,1882
278,65,60.73052382403128,-129.57750611475217,1882
279,65,60.547217327289346,-128.72642334692574,1882
280,65,60.364767963597316,-127.88052872597846,1882
281,65,60.18321562980435,-127.03971457307625,1882
282,65,60.00259925630863,-126.20387722045416,1882
283,65,59.82295692178332,-125.3729168810681,1882
284,65,59.644325961806494,-124.54673750753369,1882
285,65,59.46674307112061,-123.72524664287253,1882
286,65,59.290244399334746,-122.90835526538018,1882
287,65,59.11486563996304,-122.0959776297202,1882
288,65,58.94064211276631,-121.28803110612878,1882
289,65,58.76760883942829,-120.48443601939319,1882
290,65,58.595800612654166,-119.68511548904505,1882
291,65,58.425252058827596,-118.8899952719924,1882
292,65,58.255997694401316,-118.09900360859967,1882
293,65,58.08807197622834,-117.31207107302289,1882
294,65,57.921509346063786,-116.52913042841203,1882
295,65,57.7563442694846,-115.75011648741581,1882
296,65,57.592611269482326,-114.97496597825662,1882
297,65,57.43034495499062,-114.20361741649869,1882
298,65,57.26958004460481,-113.43601098250153,1882
299,65,57.11035138574865,-112.67208840444167,1882
300,65,56.95269396953183,-111.91179284669424,1882
301,65,56.79664294153402,-111.15506880329661,1882
302,65,56.642233608736724,-110.40186199616319,1882
303,65,56.4895014428137,-109.6521192776907,1882
304,65,56.33848207997738,-108.90578853737668,1882
305,65,56.18921131756944,-108.16281861207844,1882
306,65,56.04172510757285,-107.42315919955641,1882
307,65,55.89605954721999,-106.68676077497763,1882
308,65,55.7522508668634,-105.95357451009738,1882
309,65,55.61033541527995,-105.22355219488905,1882
310,65,55.47034964257971,-104.49664616145114,1882
311,65,55.33233008089732,-103.77280921008295,1882
312,65,55.19631332305614,-103.05199453748773,1882
313,65,55.06233599940328,-102.33415566712463,1882
314,65,54.93043475303344,-101.61924638179694,1882
315,65,54.80064621363376,-100.90722065861995,1882
316,65,54.67300697020032,-100.1980326065652,1882
317,65,54.547553542897425,-99.4916364068215,1882
318,65,54.42432235434767,-98.78798625624658,1882
319,65,54.303349700660156,-98.08703631420772,1882
320,65,54.184671722519184,-97.3887406531206,1882
321,65,54.06832437666893,-96.69305321299525,1882
322,65,53.954343408141284,-95.99992776028525,1882
323,65,53.84276432357637,-95.30931785131007,1882
324,65,53.733622365990264,-94.62117680048425,1882
325,65,53.626952491336354,-93.93545765353664,1882
326,65,53.52278934719877,-93.25211316584547,1882
327,65,53.42116725393899,-92.57109578594574,1882
328,65,53.322120188594205,-91.89235764419007,1882
329,65,53.225681771797376,-91.21585054646265,1882
330,65,53.13188525795259,-90.54152597275974,1882
331,65,53.040763528860595,-89.86933508036248,1882
332,65,52.95234909094004,-89.19922871123967,1882
333,65,52.8666740761409,-88.5311574032315,1882
334,65,52.783770246589846,-87.86507140448303,1882
335,65,52.70366900294885,-87.20092069051894,1882
336,65,52.626401396407324,-86.53865498328226,1882
337,65,52.55199814416452,-85.87822377139902,1882
338,65,52.480489648197114,-85.2195763308814,1882
339,65,52.41190601704347,-84.56266174544456,1882
340,65,52.34627709027692,-83.907428925587,1882
341,65,52.28363246528149,-83.25382662557358,1882
342,65,52.22400152589174,-82.60180345746332,1882
343,65,52.16741347240848,-81.9513079013414,1882
344,65,52.113897352461734,-81.30228831094642,1882
345,65,52.06348209215394,-80.6546929139303,1882
346,65,52.01619652689222,-80.00846980604582,1882
347,65,51.972069431295154,-79.36356693862994,1882
348,65,51.93112954755069,-78.71993209883234,1882
349,65,51.893405611598624,-78.07751288213213,1882
350,65,51.85892637651787,-77.43625665678687,1882
351,65,51.82772063251531,-76.79611051996541,1882
352,65,51.79981722293619,-76.1570212454301,1882
353,65,51.77524505575097,-75.51893522274928,1882
354,65,51.75403311001392,-74.88179838813802,1882
355,65,51.73621043683706,-74.2455561471433,1882
356,65,51.72180615447921,-73.61015328950155,1882
357,65,51.71084943721031,-72.97553389660754,1882
358,65,51.703369497677876,-72.34164124213642,1882
359,65,51.69939556257099,-71.70841768645555,1882
360,80,67.56385089334286,-74.42515570215261,1882
361,80,67.58083448068906,-73.99451086980179,1882
362,80,67.60001385481581,-73.5640057680037,1882
363,80,67.6213913115035,-73.13362172793751,1882
364,80,67.64496877644649,-72.70333987143654,1882
365,80,67.67074779991549,-72.2731411079887,1882
366,80,67.69872955134672,-71.84300613170764,1882
367,80,67.72891481386118,-71.41291541827538,1882
368,80,67.76130397871576,-70.98284922185985,1882
369,80,67.79589703969148,-70.5527875720087,1882
370,80,67.83269358742218,-70.12271027052242,1882
371,80,67.87169280367002,-69.69259688831006,1882
372,80,67.91289345555263,-69.26242676223009,1882
373,80,67.95629388973046,-68.83217899191953,1882
374,80,68.00189202655979,-68.40183243661515,1882
375,80,68.04968535422145,-67.97136571196896,1882
376,80,68.09967092283372,-67.5407571868613,1882
377,80,68.15184533855813,-67.10998498021483,1882
378,80,68.20620475771098,-66.67902695781136,1882
379,80,68.26274488088904,-66.24786072911373,1882
380,80,68.3214609471238,-65.81646364409575,1882
381,80,68.38234772807456,-65.3848127900807,1882
382,80,68.44539952227537,-64.95288498859064,1882
383,80,68.51061014944842,-64.5206567922065,1882
384,80,68.57797294489856,-64.08810448144007,1882
385,80,68.6474807540042,-63.65520406161774,1882
386,80,68.71912592681915,-63.22193125977482,1882
387,80,68.79290031280247,-62.78826152156024,1882
388,80,68.86879525569123,-62.354170008149474,1882
389,80,68.9468015885349,-61.91963159316412,1882
390,80,69.02690962890628,-61.484620859594685,1882
391,80,69.10910917430857,-61.049112096724556,1882
392,80,69.19338949779485,-60.61307929705071,1882
393,80,69.27973934381895,-60.17649615319739,1882
394,80,69.3681469243358,-59.739336054817805,1882
395,80,69.45859991516986,-59.301572085479386,1882
396,80,69.55108545267,-58.86317701952559,1882
397,80,69.64559013067023,-58.42412331891023,1882
398,80,69.74209999777443,-57.984383129995436,1882
399,80,69.84060055498486,-57.54392828030781,1882
400,80,69.94107675369223,-57.10273027524474,1882
401,80,70.04351299404735,-56.66076029472235,1882
402,80,70.14789312373232,-56.217989189757475,1882
403,80,70.25420043714978,-55.774387478973736,1882
404,80,70.36241767504958,-55.32992534502289,1882
405,80,70.47252702460956,-54.8845726309104,1882
406,80,70.58451011998947,-54.438298836215544,1882
407,80,70.69834804337516,-53.99107311319384,1882
408,80,70.8140213265302,-53.5428642627498,1882
409,80,70.93150995287112,-53.093640730267346,1882
410,80,71.05079336008367,-52.643370601283536,1882
411,80,71.17185044329423,-52.192021596991175,1882
412,80,71.29465955881285,-51.739561069553915,1882
413,80,71.41919852846105,-51.28595599721707,1882
414,80,71.54544464449921,-50.83117297919461,1882
415,80,71.67337467516548,-50.37517823031299,1882
416,80,71.80296487083879,-49.91793757538876,1882
417,80,71.93419097083732,-49.459416443316485,1882
418,80,72.06702821086232,-48.99957986083976,1882
419,80,72.2014513310965,-48.538392445976946,1882
420,80,72.33743458496564,-48.075818401069036,1882
421,80,72.47495174857032,-47.61182150541483,1882
422,80,72.61397613079353,-47.14636510745436,1882
423,80,72.75448058408881,-46.6794121164577,1882
424,80,72.89643751595295,-46.2109249936723,1882
425,80,73.03981890108471,-45.740865742875634,1882
426,80,73.1845962942305,-45.26919590027632,1882
427,80,73.33074084371643,-44.79587652369928,1882
428,80,73.47822330566446,-44.320868180984284,1882
429,80,73.62701405888858,-43.84413093752027,1882
430,80,73.77708312046659,-43.36562434282843,1882
431,80,73.92840016197968,-42.885307416099465,1882
432,80,74.08093452641177,-42.40313863057947,1882
433,80,74.2346552456982,-41.919075896687595,1882
434,80,74.38953105891204,-41.43307654373834,1882
435,80,74.54553043107431,-40.9450973001259,1882
436,80,74.70262157257248,-40.45509427181471,1882
437,80,74.86077245917035,-39.96302291896437,1882
438,80,75.01995085259031,-39.46883803049797,1882
439,80,75.18012432164721,-38.972493696406126,1882
440,80,75.34126026391118,-38.47394327755466,1882
441,80,75.50332592787521,-37.9731393727424,1882
442,80,75.66628843560171,-37.470033782728926,1882
443,80,75.8301148058193,-36.96457747092345,1882
444,80,75.99477197744132,-36.45672052039464,1882
445,80,76.1602268334737,-35.94641208682614,1882
446,80,76.32644622527987,-35.433600347004166,1882
447,80,76.49339699716755,-34.91823244238057,1882
448,80,76.66104601126136,-34.40025441720772,1882
449,80,76.82936017262271,-33.87961115068895,1882
450,80,76.9983064545782,-33.35624628252877,1882
451,80,77.16785192421484,-32.83010213120423,1882
452,80,77.33796376799974,-32.301119604203144,1882
453,80,77.50860931748035,-31.769238099396436,1882
454,80,77.67975607501984,-31.2343953966192,1882
455,80,77.85137173952043,-30.696527538434097,1882
456,80,78.02342423208775,-30.15556869893592,1882
457,80,78.19588172158522,-29.61145103932716,1882
458,80,78.36871265002944,-29.0641045488508,1882
459,80,78.54188575777388,-28.5134568695,1882
460,80,78.71537010842773,-27.959433102741862,1882
461,80,78.88913511345598,-27.401955596279553,1882
462,80,79.06315055640525,-26.840943708640552,1882
463,80,79.23738661669768,-26.276313549104707,1882
464,80,79.41181389293519,-25.707977690176907,1882
465,80,79.58640342565465,-25.135844849454294,1882
466,80,79.76112671947115,-24.55981953733062,1882
467,80,79.93595576454821,-23.979801666515126,1882
468,80,80.11086305732684,-23.395686118805088,1882
469,80,80.28582162044847,-22.80736226393264,1882
470,80,80.46080502179927,-22.214713424588787,1882
471,80,80.63578739260329,-21.61761628089841,1882
472,80,80.8107434444858,-21.015940206655923,1882
473,80,80.98564848542597,-20.40954652850359,1882
474,80,81.16047843450997,-19.798287697926263,1882
475,80,81.33520983539178,-19.18200636439447,1882
476,80,81.50981986835896,-18.56053433618285,1882
477,80,81.68428636089251,-17.933691413262533,1882
478,80,81.85858779659856,-17.301284074150285,1882
479,80,82.03270332237561,-16.663103995617668,1882
480,80,82.20661275366481,-16.018926380617064,1882
481,80,82.380296577611,-15.368508065553565,1882
482,80,82.5537359539375,-14.711585372966617,1882
483,80,82.72691271330947,-14.047871669600553,1882
484,80,82.89980935292246,-13.377054582504375,1882
485,80,83.07240902901175,-12.698792816911988,1882
486,80,83.24469554592197,-12.01271250885064,1882
487,80,83.41665334131228,-11.318403032229385,1882
488,80,83.58826746698824,-10.615412163980682,1882
489,80,83.75952356475389,-9.90324049088929,1882
490,80,83.93040783654813,-9.1813349170618,1882
491,80,84.10090700797453,-8.449081100275315,1882
492,80,84.27100828413538,-7.705794607023845,1882
493,80,84.44069929643105,-6.950710527754003,1882
494,80,84.60996803866955,-6.182971232636911,1882
495,80,84.77880279042576,-5.40161187039383,1882
496,80,84.94719202507113,-4.605543112983265,1882
497,80,85.11512429921822,-3.7935305203616356,1882
498,80,85.28258811945285,-2.964169732492078,1882
499,80,85.44957178106743,-2.1158564771887,1882
500,80,85.61606317198685,-1.2467500940759215,1882
501,80,85.7820495330406,-0.3547288915032883,1882
502,80,85.94751716298191,0.5626648611815636,1882
503,80,86.11245105292193,1.5082932002259726,1882
504,80,86.27683442969322,2.4855078397592574,1882
505,80,86.44064818051062,3.498257812806098,1882
506,80,86.6038701212177,4.5512263826437165,1882
507,80,86.76647405606653,5.65000682427861,1882
508,80,86.9284285562295,6.8013303923644015,1882
509,80,87.0896953538606,8.013365176833242,1882
510,80,87.25022720327749,9.296112455217983,1882
511,80,87.40996499236277,10.661938925933548,1882
512,80,87.56883378180252,12.126300993576221,1882
513,80,87.72673728419458,13.70874453235323,1882
514,80,87.88355002991264,15.434305897838327,1882
515,80,88.03910603304816,17.335506555048447,1882
516,80,88.19318204654816,19.45523935723382,1882
517,80,88.34547226013837,21.851012415841815,1882
518,80,88.49554914598669,24.60127962708185,1882
519,80,88.6428013682549,27.814979355701265,1882
520,80,88.78633298261838,31.645905844309492,1882
521,80,88.92479667227606,36.3138543798684,1882
522,80,89.05611613100763,42.13321478596145,1882
523,80,89.17703557992944,49.5417397465675,1882
524,80,89.28246459402105,59.09273847796746,1882
525,80,89.36484205277617,71.29868008518095,1882
526,80,89.41455941686363,86.14729637121913,1882
527,80,89.42330015533585,102.45150918533795,1882
528,80,89.38946875656438,118.07627110864235,1882
529,80,89.31952160245325,131.3563880139563,1882
530,80,89.22326338434715,141.88626275528134,1882
531,80,89.1092690748387,150.05468539070182,1882
532,80,88.9835554775862,156.43191894074505,1882
533,80,88.85001157740717,161.50569803671158,1882
534,80,88.71110902931981,165.63519520984647,1882
535,80,88.56843709025817,169.07293448310543,1882
536,80,88.42304081664383,171.99520584714537,1882
537,80,88.27562492574368,174.5261944591571,1882
538,80,88.12667638246899,176.75473950346114,1882
539,80,87.97653926793176,178.7455148626349,1882
540,80,87.82546154138228,-179.45356288642395,1882
541,80,87.6736249698154,-177.80639113598843,1882
542,80,87.52116475497276,-176.28533884157878,1882
543,80,87.36818270578851,-174.86895104947956,1882
544,80,87.21475627264755,-173.54034658679393,1882
545,80,87.06094486930333,-172.28608150714211,1882
546,80,86.90679437970986,-171.0953303889134,1882
547,80,86.75234042647004,-169.9592879339914,1882
548,80,86.59761077904368,-168.87072556248626,1882
549,80,86.44262715434841,-167.82365863010128,1882
550,80,86.28740658150421,-166.81309367508612,1882
551,80,86.13196244938561,-165.8348343053703,1882
552,80,85.97630532022775,-164.8853305706922,1882
553,80,85.82044356848746,-163.96156094533038,1882
554,80,85.66438388763613,-163.06093902511537,1882
555,80,85.50813169600796,-162.18123914012233,1882
556,80,85.3516914646683,-161.3205365795816,1882
557,80,85.19506698442427,-160.47715920318078,1882
558,80,85.03826158487298,-159.64964799790206,1882
559,80,84.88127831528652,-158.83672471706652,1882
560,80,84.72412009485284,-158.03726516721233,1882
561,80,84.5667898380794,-157.25027702989178,1882
562,80,84.4092905598933,-156.47488134842212,1882
563,80,84.2516254639915,-155.71029699472834,1882
564,80,84.09379801725697,-154.9558275735098,1882
565,80,83.93581201247993,-154.2108503308435,1882
566,80,83.77767162118579,-153.4748067198807,1882
567,80,83.61938143801834,-152.7471943433364,1882
568,80,83.46094651786348,-152.02756004533168,1882
569,80,83.30237240667884,-151.31549396708095,1882
570,80,83.14366516682773,-150.6106244143632,1882
571,80,82.98483139758201,-149.91261341154026,1882
572,80,82.8258782513483,-149.22115283850755,1882
573,80,82.66681344608624,-148.5359610644776,1882
574,80,82.50764527431869,-147.85678000675293,1882
575,80,82.34838260907541,-147.18337255429816,1882
576,80,82.18903490706835,-146.51552030548794,1882
577,80,82.0296122093557,-145.85302157730038,1882
578,80,81.87012513972579,-145.19568964974977,1882
579,80,81.7105849010043,-144.54335121478272,1882
580,80,81.55100326946624,-143.89584500338273,1882
581,80,81.39139258752277,-143.2530205684178,1882
582,80,81.23176575483137,-142.61473720394244,1882
583,80,81.07213621797234,-141.98086298434788,1882
584,80,80.91251795882205,-141.35127390901567,1882
585,80,80.7529254817443,-140.72585314005264,1882
586,80,80.59337379971576,-140.10449032231543,1882
587,80,80.43387841949564,-139.4870809763272,1882
